title,total_ratings,install_million,avg_rating,growth_30days,growth_60days,Category,5_star_rating,4_star_rating,3_star_rating,2_star_rating,1_star_rating,price,paid
Piano Music Tiles 2 - Free Music Games,37291,5,3,3.2,6.8,Music,13975,3720,3521,3043,13030,0,FALSE
Harmonium,36046,10,4,2.9,6,Music,26252,3277,1873,886,3756,0,FALSE
TAPSONIC TOP - Music Grand prix,35324,1,4,1.3,3,Music,24495,5029,2569,869,2359,0,FALSE
Magic Tiles Vocal & Piano Top Songs New Games,34781,5,4,2.4,5.7,Music,24705,4583,1947,838,2706,0,FALSE
Piano Detector,34434,1,4,0.4,1,Music,23468,3894,2256,998,3814,0,FALSE
Muse Dash,34140,100,4,768.5,6.7,Music,29210,2774,718,429,1007,1.49,TRUE
Lanota - Dynamic & Challenging Music Game,33173,1,4,0.8,1.9,Music,26494,3628,1405,528,1116,0,FALSE
Berpacu Dalam Melody Indonesia,32993,1,4,0,0,Music,19715,5998,4988,849,1439,0,FALSE
,,,,,,,,,,,,,
,,,,,,,,,,,,,
